key,cz,en,ch
Europa_city_081,迪涅莱班,Digne-les-Bains,迪涅萊班
Europa_city_082,加普,Gap,加普
Europa_city_083,布里扬松,Briançon,布里揚松
Europa_city_084,马诺斯克,Manosque,馬諾斯克
Europa_city_085,阿维尼翁,Avignon,阿維尼翁
Europa_city_086,卡庞特拉,Carpentras,卡龐特拉
Europa_city_087,德拉吉尼昂,Draguignan,德拉吉尼昂
Europa_city_088,弗雷瑞斯,Fréjus,弗雷瑞斯
Europa_city_089,戛纳,Cannes,戛納
Europa_city_090,安纳西,Annecy,安納西
Europa_city_091,尚贝里,Chambéry,尚貝里
Europa_city_092,瓦朗斯,Valence,瓦朗斯
Europa_city_093,布尔关雅略,Bourg-en-Bresse,布爾關雅略
Europa_city_094,拉昂,Laon,拉昂
Europa_city_095,沙勒维尔-梅济耶尔,Charleville-Mézières,沙勒維爾-梅濟耶爾
Europa_city_096,富瓦,Foix,富瓦
Europa_city_097,芒德,Mende,芒德
Europa_city_098,拉瓦勒,Laval,拉瓦勒
Europa_city_099,瓦讷,Vannes,瓦訥
Europa_city_100,圣但尼,Saint-Denis,聖但尼
Europa_city_101,法兰西堡,Fort-de-France,法蘭西堡
Europa_city_102,巴斯特尔,Basse-Terre,巴斯特爾
Europa_city_103,卡宴,Cayenne,卡宴
Europa_city_104,马穆楚,Mamoudzou,馬穆楚
Europa_city_105,柏林,Berlin,柏林
Europa_city_106,汉堡,Hamburg,漢堡
Europa_city_107,不来梅,Bremen,不來梅
Europa_city_108,慕尼黑,Munich,慕尼黑
Europa_city_109,科隆,Cologne,科隆
Europa_city_110,法兰克福,Frankfurt,法蘭克福
Europa_city_111,杜塞尔多夫,Düsseldorf,杜塞爾多夫
Europa_city_112,斯图加特,Stuttgart,斯圖加特
Europa_city_113,多特蒙德,Dortmund,多特蒙德
Europa_city_114,埃森,Essen,埃森
Europa_city_115,莱比锡,Leipzig,萊比錫
Europa_city_116,德累斯顿,Dresden,德累斯頓
Europa_city_117,汉诺威,Hannover,漢諾威
Europa_city_118,纽伦堡,Nuremberg,紐倫堡
Europa_city_119,杜伊斯堡,Duisburg,杜伊斯堡
Europa_city_120,波鸿,Bochum,波鴻
Europa_city_121,伍珀塔尔,Wuppertal,伍珀塔爾
Europa_city_122,比勒费尔德,Bielefeld,比勒費爾德
Europa_city_123,曼海姆,Mannheim,曼海姆
Europa_city_124,卡尔斯鲁厄,Karlsruhe,卡爾斯魯厄
Europa_city_125,威斯巴登,Wiesbaden,威斯巴登
Europa_city_126,明斯特,Münster,明斯特
Europa_city_127,盖尔森基兴,Gelsenkirchen,蓋爾森基興
Europa_city_128,奥格斯堡,Augsburg,奧格斯堡
Europa_city_129,亚琛,Aachen,亞琛
Europa_city_130,不来梅港,Bremerhaven,不來梅港
Europa_city_131,基尔,Kiel,基爾
Europa_city_132,雷根斯堡,Regensburg,雷根斯堡
Europa_city_133,美因茨,Mainz,美因茨
Europa_city_134,萨尔布吕肯,Saarbrücken,薩爾布呂肯
Europa_city_135,马格德堡,Magdeburg,馬格德堡
Europa_city_136,波茨坦,Potsdam,波茨坦
Europa_city_137,什未林,Schwerin,什未林
Europa_city_138,埃尔富特,Erfurt,埃爾富特
Europa_city_139,开姆尼茨,Chemnitz,開姆尼茨
Europa_city_140,哈雷,Halle,哈雷
Europa_city_141,弗赖堡,Freiburg,弗賴堡
Europa_city_142,海德堡,Heidelberg,海德堡
Europa_city_143,卡塞尔,Kassel,卡塞爾
Europa_city_144,乌尔姆,Ulm,烏爾姆
Europa_city_145,海尔布隆,Heilbronn,海爾布隆
Europa_city_146,帕德博恩,Paderborn,帕德博恩
Europa_city_147,雷姆沙伊德,Remscheid,雷姆沙伊德
Europa_city_148,索林根,Solingen,索林根
Europa_city_149,路德维希港,Ludwigshafen,路德維希港
Europa_city_150,奥伯豪森,Oberhausen,奧伯豪森
Europa_city_151,希尔德斯海姆,Hildesheim,希爾德斯海姆
Europa_city_152,达姆施塔特,Darmstadt,達姆施塔特
Europa_city_153,科布伦茨,Koblenz,科布倫茨
Europa_city_154,特里尔,Trier,特里爾
Europa_city_155,凯撒斯劳滕,Kaiserslautern,凱撒斯勞滕
Europa_city_156,茨维考,Zwickau,茨維考
Europa_city_157,普劳恩,Plauen,普勞恩
Europa_city_158,格拉,Gera,格拉
Europa_city_159,耶拿,Jena,耶拿
Europa_city_160,魏玛,Weimar,魏瑪
Europa_city_161,安斯巴赫,Ansbach,安斯巴赫
Europa_city_162,拜罗伊特,Bayreuth,拜羅伊特
Europa_city_163,班贝格,Bamberg,班貝格
Europa_city_164,维尔茨堡,Würzburg,維爾茨堡
Europa_city_165,罗伊特林根,Reutlingen,羅伊特林根
Europa_city_166,康斯坦茨,Konstanz,康斯坦茨
Europa_city_167,拉施塔特,Rastatt,拉施塔特
Europa_city_168,辛根,Singen,辛根
Europa_city_169,腓特烈港,Friedrichshafen,腓特烈港
Europa_city_170,林道,Lindau,林道
Europa_city_171,罗马,Rome,羅馬
Europa_city_172,米兰,Milan,米蘭
Europa_city_173,那不勒斯,Naples,那不勒斯
Europa_city_174,都灵,Turin,都靈
Europa_city_175,巴勒莫,Palermo,巴勒莫
Europa_city_176,热那亚,Genoa,熱那亞
Europa_city_177,博洛尼亚,Bologna,博洛尼亞
Europa_city_178,佛罗伦萨,Florence,佛羅倫斯
Europa_city_179,巴里,Bari,巴里
Europa_city_180,卡塔尼亚,Catania,卡塔尼亞
Europa_city_181,威尼斯,Venice,威尼斯
Europa_city_182,维罗纳,Verona,維羅納
Europa_city_183,墨西拿,Messina,墨西拿
Europa_city_184,帕多瓦,Padua,帕多瓦
Europa_city_185,的里雅斯特,Trieste,的里雅斯特
Europa_city_186,塔兰托,Taranto,塔蘭托
Europa_city_187,布雷西亚,Brescia,布雷西亞
Europa_city_188,帕尔马,Parma,帕爾馬
Europa_city_189,摩德纳,Modena,摩德納
Europa_city_190,雷焦艾米利亚,Reggio Emilia,雷焦艾米利亞
Europa_city_191,佩鲁贾,Perugia,佩魯賈
Europa_city_192,里米尼,Rimini,里米尼
Europa_city_193,费拉拉,Ferrara,費拉拉
Europa_city_194,萨萨里,Sassari,薩薩里
Europa_city_195,拉文纳,Ravenna,拉文納
Europa_city_196,福贾,Foggia,福賈
Europa_city_197,锡拉库萨,Syracuse,錫拉庫薩
Europa_city_198,普拉托,Prato,普拉托
Europa_city_199,比萨,Pisa,比薩
Europa_city_200,亚历山德里亚,Alessandria,亞歷山德里亞
Europa_city_201,安科纳,Ancona,安科納
Europa_city_202,阿雷佐,Arezzo,阿雷佐
Europa_city_203,贝加莫,Bergamo,貝加莫
Europa_city_204,科莫,Como,科莫
Europa_city_205,克雷莫纳,Cremona,克雷莫納
Europa_city_206,库内奥,Cuneo,庫內奧
Europa_city_207,恩波利,Empoli,恩波利
Europa_city_208,费尔莫,Fermo,費爾莫
Europa_city_209,佛罗西诺内,Frosinone,佛羅西諾內
Europa_city_210,格罗塞托,Grosseto,格羅塞托
Europa_city_211,拉斯佩齐亚,La Spezia,拉斯佩齊亞
Europa_city_212,莱切,Lecce,萊切
Europa_city_213,卢卡,Lucca,盧卡
Europa_city_214,马切拉塔,Macerata,馬切拉塔
Europa_city_215,曼托瓦,Mantua,曼托瓦
Europa_city_216,马泰拉,Matera,馬泰拉
Europa_city_217,诺瓦拉,Novara,諾瓦拉
Europa_city_218,奥尔比亚,Olbia,奧爾比亞
Europa_city_219,奥里斯塔诺,Oristano,奧里斯塔諾
Europa_city_220,帕维亚,Pavia,帕維亞
Europa_city_221,佩萨罗,Pesaro,佩薩羅
Europa_city_222,皮亚琴察,Piacenza,皮亞琴察
Europa_city_223,波坦察,Potenza,波坦察
Europa_city_224,拉奎拉,L'Aquila,拉奎拉
Europa_city_225,雷焦卡拉布里亚,Reggio Calabria,雷焦卡拉布里亞
Europa_city_226,里雅斯特,Trieste,里雅斯特
Europa_city_227,罗维戈,Rovigo,羅維戈
Europa_city_228,萨勒诺,Salerno,薩勒諾
Europa_city_229,萨沃纳,Savona,薩沃納
Europa_city_230,锡耶纳,Siena,錫耶納
Europa_city_231,松德里奥,Sondrio,松德里奧
Europa_city_232,特拉帕尼,Trapani,特拉帕尼
Europa_city_233,特伦托,Trento,特倫托
Europa_city_234,乌迪内,Udine,烏迪內
Europa_city_235,瓦雷泽,Varese,瓦雷澤
Europa_city_236,维琴察,Vicenza,維琴察
Europa_city_237,特尔尼,Terni,特爾尼
Europa_city_238,马德里,Madrid,馬德里
Europa_city_239,巴塞罗那,Barcelona,巴塞羅那
Europa_city_240,瓦伦西亚,Valencia,瓦倫西亞
Europa_city_241,塞维利亚,Seville,塞維利亞
Europa_city_242,萨拉戈萨,Zaragoza,薩拉戈薩
Europa_city_243,马拉加,Malaga,馬拉加
Europa_city_244,穆尔西亚,Murcia,穆爾西亞
Europa_city_245,帕尔马,Palma,帕爾馬
Europa_city_246,拉斯帕尔马斯,Las Palmas,拉斯帕爾馬斯
Europa_city_247,圣克鲁斯-德特内里费,Santa Cruz de Tenerife,聖克魯斯-德特內里費
Europa_city_248,毕尔巴鄂,Bilbao,畢爾巴鄂
Europa_city_249,阿利坎特,Alicante,阿利坎特
Europa_city_250,科尔多瓦,Cordoba,科爾多瓦
Europa_city_251,格拉纳达,Granada,格拉納達
Europa_city_252,巴利亚多利德,Valladolid,巴利亞多利德
Europa_city_253,维多利亚,Vitoria,維多利亞
Europa_city_254,希洪,Gijon,希洪
Europa_city_255,奥维耶多,Oviedo,奧維耶多
Europa_city_256,巴达霍斯,Badajoz,巴達霍斯
Europa_city_257,卡塞雷斯,Caceres,卡塞雷斯
Europa_city_258,拉科鲁尼亚,A Coruna,拉科魯尼亞
Europa_city_259,圣地亚哥-德孔波斯特拉,Santiago de Compostela,聖地亞哥-德孔波斯特拉
Europa_city_260,卢戈,Lugo,盧戈
Europa_city_261,奥伦塞,Ourense,奧倫塞
Europa_city_262,蓬费拉达,Ponferrada,蓬費拉達
Europa_city_263,莱昂,Leon,萊昂
Europa_city_264,萨拉曼卡,Salamanca,薩拉曼卡
Europa_city_265,阿维拉,Avila,阿維拉
Europa_city_266,塞戈维亚,Segovia,塞戈維亞
Europa_city_267,索里亚,Soria,索里亞
Europa_city_268,布尔戈斯,Burgos,布爾戈斯
Europa_city_269,洛格罗尼奥,Logrono,洛格羅尼奧
Europa_city_270,潘普洛纳,Pamplona,潘普洛納
Europa_city_271,圣塞巴斯蒂安,San Sebastian,聖塞巴斯蒂安
Europa_city_272,韦斯卡,Huesca,韋斯卡
Europa_city_273,特鲁埃尔,Teruel,特魯埃爾
Europa_city_274,塔拉戈纳,Tarragona,塔拉戈納
Europa_city_275,赫罗纳,Girona,赫羅納
Europa_city_276,莱里达,Lleida,萊里達
Europa_city_277,卡斯特利翁,Castellon,卡斯特利翁
Europa_city_278,阿尔梅里亚,Almeria,阿爾梅里亞
Europa_city_279,加的斯,Cadiz,加的斯
Europa_city_280,韦尔瓦,Huelva,韋爾瓦
Europa_city_281,哈恩,Jaen,哈恩
Europa_city_282,梅里达,Merida,梅里達
Europa_city_283,休达,Ceuta,休達
Europa_city_284,梅利利亚,Melilla,梅利利亞
Europa_city_285,里斯本,Lisbon,里斯本
Europa_city_286,波尔图,Porto,波爾圖
Europa_city_287,阿马多拉,Amadora,阿馬多拉
Europa_city_288,辛特拉,Sintra,辛特拉
Europa_city_289,加亚新城,Vila Nova de Gaia,加亞新城
Europa_city_290,布拉加,Braga,布拉加
Europa_city_291,阿威罗,Aveiro,阿威羅
Europa_city_292,科英布拉,Coimbra,科英布拉
Europa_city_293,法鲁,Faro,法魯
Europa_city_294,塞图巴尔,Setubal,塞圖巴爾
Europa_city_295,埃武拉,Evora,埃武拉
Europa_city_296,莱里亚,Leiria,萊里亞
Europa_city_297,蓬蒂-迪索尔,Ponte de Sor,蓬蒂-迪索爾
Europa_city_298,瓜达,Guarda,瓜達
Europa_city_299,布朗库堡,Castelo Branco,布朗庫堡
Europa_city_300,维塞乌,Viseu,維塞烏
Europa_city_301,雷阿尔城,Vila Real,雷阿爾城
Europa_city_302,布拉干萨,Braganca,布拉干薩
Europa_city_303,布鲁塞尔,Brussels,布魯塞爾
Europa_city_304,安特卫普,Antwerp,安特衛普
Europa_city_305,根特,Ghent,根特
Europa_city_306,沙勒罗瓦,Charleroi,沙勒羅瓦
Europa_city_307,列日,Liège,列日
Europa_city_308,布鲁日,Bruges,布魯日
Europa_city_309,那慕尔,Namur,那慕爾
Europa_city_310,蒙斯,Mons,蒙斯
Europa_city_311,伊克塞勒,Ixelles,伊克塞勒
Europa_city_312,维尔福德,Vilvoorde,維爾福德
Europa_city_313,奥斯坦德,Ostend,奧斯坦德
Europa_city_314,哈瑟尔特,Hasselt,哈瑟爾特
Europa_city_315,阿尔隆,Arlon,阿爾隆
Europa_city_316,迪南,Dinant,迪南
Europa_city_317,图尔奈,Tournai,圖爾奈
Europa_city_318,梅赫伦,Mechelen,梅赫倫
Europa_city_319,鲁汶,Leuven,魯汶
Europa_city_320,圣尼古拉,Sint-Niklaas,聖尼古拉
Europa_city_321,维也纳,Vienna,維也納
Europa_city_322,格拉茨,Graz,格拉茨
Europa_city_323,林茨,Linz,林茨
Europa_city_324,萨尔茨堡,Salzburg,薩爾茨堡
Europa_city_325,因斯布鲁克,Innsbruck,因斯布魯克
Europa_city_326,克拉根福,Klagenfurt,克拉根福
Europa_city_327,圣珀尔滕,Sankt Pölten,聖珀爾滕
Europa_city_328,韦尔斯,Wels,韋爾斯
Europa_city_329,克雷姆斯,Krems,克雷姆斯
Europa_city_330,菲拉赫,Villach,菲拉赫
Europa_city_331,布达佩斯,Budapest,布達佩斯
Europa_city_332,德布勒森,Debrecen,德布勒森
Europa_city_333,塞格德,Szeged,塞格德
Europa_city_334,米什科尔茨,Miskolc,米什科爾茨
Europa_city_335,佩奇,Pécs,佩奇
Europa_city_336,杰尔,Győr,傑爾
Europa_city_337,绍尔戈陶尔扬,Salgótarján,紹爾戈陶爾揚
Europa_city_338,塞克什白堡,Székesfehérvár,塞克什白堡
Europa_city_339,埃格尔,Eger,埃格爾
Europa_city_340,尼赖吉哈佐,Nyíregyháza,尼賴吉哈佐
Europa_city_341,哥本哈根,Copenhagen,哥本哈根
Europa_city_342,奥胡斯,Aarhus,奧胡斯
Europa_city_343,欧登塞,Odense,歐登塞
Europa_city_344,奥尔堡,Aalborg,奧爾堡
Europa_city_345,埃斯比约,Esbjerg,埃斯比約
Europa_city_346,兰德斯,Randers,蘭德斯
Europa_city_347,腓特烈港,Frederikshavn,腓特烈港
Europa_city_348,海宁,Herning,海寧
Europa_city_349,阿姆斯特丹,Amsterdam,阿姆斯特丹
Europa_city_350,鹿特丹,Rotterdam,鹿特丹
Europa_city_351,海牙,The Hague,海牙
Europa_city_352,乌得勒支,Utrecht,烏得勒支
Europa_city_353,埃因霍温,Eindhoven,埃因霍溫
Europa_city_354,蒂尔堡,Tilburg,蒂爾堡
Europa_city_355,阿尔默勒,Almere,阿爾默勒
Europa_city_356,格罗宁根,Groningen,格羅寧根
Europa_city_357,布雷达,Breda,布雷达
Europa_city_358,奈梅亨,Nijmegen,奈梅亨
Europa_city_359,阿纳姆,Arnhem,阿納姆
Europa_city_360,哈勒姆,Haarlem,哈勒姆
Europa_city_361,斯德哥尔摩,Stockholm,斯德哥尔摩
Europa_city_362,哥德堡,Gothenburg,哥德堡
Europa_city_363,马尔默,Malmö,马尔默
Europa_city_364,乌普萨拉,Uppsala,乌普萨拉
Europa_city_365,林雪平,Linköping,林雪平
Europa_city_366,韦斯特罗斯,Västerås,韦斯特罗斯
Europa_city_367,厄勒布鲁,Örebro,厄勒布鲁
Europa_city_368,隆德,Lund,隆德
Europa_city_369,于默奥,Umeå,于默奥
Europa_city_370,松兹瓦尔,Sundsvall,松兹瓦尔
Europa_city_371,赫尔辛基,Helsinki,赫尔辛基
Europa_city_372,埃斯波,Espoo,埃斯波
Europa_city_373,坦佩雷,Tampere,坦佩雷
Europa_city_374,万塔,Vantaa,万塔
Europa_city_375,奥卢,Oulu,奥卢
Europa_city_376,图尔库,Turku,图尔库
Europa_city_377,拉赫蒂,Lahti,拉赫蒂
Europa_city_378,库奥皮奥,Kuopio,库奥皮奥
Europa_city_379,于韦斯屈莱,Jyväskylä,于韦斯屈莱
Europa_city_380,波里,Pori,波里
Europa_city_381,雅典,Athens,雅典
Europa_city_382,塞萨洛尼基,Thessaloniki,塞萨洛尼基
Europa_city_383,帕特雷,Patras,帕特雷
Europa_city_384,伊拉克利翁,Heraklion,伊拉克利翁
Europa_city_385,拉里萨,Larissa,拉里萨
Europa_city_386,沃洛斯,Volos,沃洛斯
Europa_city_387,罗得岛,Rhodes,羅得島
Europa_city_388,哈尼亚,Chania,哈尼亞
Europa_city_389,约阿尼纳,Ioannina,約阿尼納
Europa_city_390,干尼亚,Khania,干尼亞
Europa_city_391,尼科西亚,Nicosia,尼科西亞
Europa_city_392,利马索尔 Limassol,利馬索爾
Europa_city_393,拉纳卡,Larnaca,拉納卡
Europa_city_394,帕福斯,Paphos,帕福斯
Europa_city_395,法马古斯塔,Famagusta,法馬古斯塔
Europa_city_396,华沙,Warsaw,華沙
Europa_city_397,克拉科夫,Kraków,克拉科夫
Europa_city_398,罗兹,Łódź,羅茲
Europa_city_399,弗罗茨瓦夫,Wrocław,弗羅茨瓦夫
Europa_city_400,波兹南,Poznań,波茲南
Europa_city_401,格但斯克,Gdańsk,格但斯克
Europa_city_402,什切青,Szczecin,什切青
Europa_city_403,比得哥什,Bydgoszcz,比得哥什
Europa_city_404,卢布林,Lublin,盧布林
Europa_city_405,卡托维兹,Katowice,卡托維茲
Europa_city_406,比亚韦斯托克,Białystok,比亞韋斯托克
Europa_city_407,热舒夫,Rzeszów,熱舒夫
Europa_city_408,奥波莱,Opole,奧波萊
Europa_city_409,绿山,Zielona Góra,綠山
Europa_city_410,托伦,Toruń,托倫
Europa_city_411,凯尔采,Kielce,凱爾采
Europa_city_412,奥尔什什丁,Olsztyn,奧爾什丁
Europa_city_413,维尔纽斯,Vilnius,維爾紐斯
Europa_city_414,考纳斯,Kaunas,考納斯
Europa_city_415,克莱佩达,Klaipėda,克萊佩達
Europa_city_416,希奥利艾,Šiauliai,希奥利艾
Europa_city_417,帕涅韦日斯,Panevėžys,帕涅韋日斯
Europa_city_418,塔林,Tallinn,塔林
Europa_city_419,塔尔图,Tartu,塔爾圖
Europa_city_420,纳尔瓦,Narva,納爾瓦
Europa_city_421,帕尔努,Pärnu,帕爾努
Europa_city_422,里加,Riga,里加
Europa_city_423,陶格夫匹尔斯,Daugavpils,陶格夫匹爾斯
Europa_city_424,利耶帕亚,Liepāja,利耶帕亞
Europa_city_425,叶尔加瓦,Jelgava,葉爾加瓦
Europa_city_426,文茨皮尔斯,Ventspils,文茨皮爾斯
Europa_city_427,伦敦,London,倫敦
Europa_city_428,伯明翰,Birmingham,伯明翰
Europa_city_429,利兹,Leeds,利兹
Europa_city_430,格拉斯哥,Glasgow,格拉斯哥
Europa_city_431,谢菲尔德,Sheffield,謝菲爾德
Europa_city_432,曼彻斯特,Manchester,曼徹斯特
Europa_city_433,爱丁堡,Edinburgh,愛丁堡
Europa_city_434,利物浦,Liverpool,利物浦
Europa_city_435,纽卡斯尔,Newcastle upon Tyne,紐卡斯爾
Europa_city_436,诺丁汉,Nottingham,諾丁漢
Europa_city_437,南安普顿,Southampton,南安普頓
Europa_city_438,朴茨茅斯,Portsmouth,樸茨茅斯
Europa_city_439,莱斯特,Leicester,萊斯特
Europa_city_440,布里斯托尔,Bristol,布里斯托爾
Europa_city_441,沃特福德,Watford,沃特福德
Europa_city_442,剑桥,Cambridge,劍橋
Europa_city_443,牛津,Oxford,牛津
Europa_city_444,约克,York,約克
Europa_city_445,卡迪夫,Cardiff,卡迪夫
Europa_city_446,斯旺西,Swansea,斯旺西
Europa_city_447,贝尔法斯特,Belfast,貝爾法斯特
Europa_city_448,都柏林,Dublin,都柏林
Europa_city_449,科克,Cork,科克
Europa_city_450,利默里克,Limerick,利默里克
Europa_city_451,戈尔韦,Galway,戈爾韋
Europa_city_452,沃特福德,Waterford,沃特福德
Europa_city_453,德罗赫达,Drogheda,德羅赫達
Europa_city_454,邓多克,Dundalk,鄧多克
Europa_city_455,斯沃司,Swords,斯沃司
Europa_city_456,布雷,Bray,布雷
Europa_city_457,纳文,Navan,納文
Europa_city_458,布拉格,Prague,布拉格
Europa_city_459,布尔诺,Brno,布爾諾
Europa_city_460,俄斯特拉发,Ostrava,俄斯特拉發
Europa_city_461,皮尔森,Plzeň,皮爾森
Europa_city_462,利贝雷茨,Liberec,利貝雷茨
Europa_city_463,奥洛穆茨,Olomouc,奧洛穆茨
Europa_city_464,赫拉德茨-克拉洛韦,Hradec Králové,赫拉德茨-克拉洛維
Europa_city_465,兹林,Zlín,茲林
Europa_city_466,卡罗维发利,Karlovy Vary,卡羅維發利
Europa_city_467,布拉迪斯拉发,Bratislava,布拉迪斯拉發
Europa_city_468,科希策,Košice,科希策
Europa_city_469,普雷绍夫,Prešov,普雷紹夫
Europa_city_470,日利纳,Žilina,日利納
Europa_city_471,尼特拉,Nitra,尼特拉
Europa_city_472,班斯卡-比斯特里察,Banská Bystrica,班斯卡-比斯特里察
Europa_city_473,特伦钦,Trnava,特倫欽
Europa_city_474,马丁,Martin,馬丁
